datetime,nanosecond,lng,lat,power,type
2014-02-02 15:56:59,18460662,23.3422031402588,120.996948242188,3.552,CG
2014-02-02 15:59:13,313000000,23.0163,120.2379,-,IC
2014-02-02 16:43:16,907000000,23.881,121.9705,-,IC
2014-02-02 16:43:16,970000000,23.8709,121.9989,-,IC
2014-02-02 16:43:16,970100000,23.8745,121.9871,-,IC
2014-02-02 16:47:30,969100000,23.8724,121.9993,-,IC
2014-02-02 16:47:31,136600000,23.8965,122.0175,-,IC
2014-02-02 16:47:31,136700000,23.8914,122.0408,-,IC
2014-02-02 16:47:31,136800000,23.8849,122.0637,-,IC
2014-02-02 16:54:00,972051406,23.7139434814453,121.830169677734,9.6015,CG
2014-02-02 17:05:13,200400000,23.8881,121.7355,-,IC
2014-02-02 17:05:13,200500000,23.8853,121.7389,-,IC
2014-02-02 17:05:13,200600000,23.8845,121.7412,-,IC
2014-02-02 17:05:13,203700000,23.914,121.6997,-,IC
2014-02-02 17:05:13,203800000,23.914,121.6997,-,IC
2014-02-02 17:05:13,204300000,23.9229,121.6948,-,IC
2014-02-02 17:05:13,204400000,23.9229,121.6948,-,IC
2014-02-02 17:06:28,775100000,23.901,121.7282,-,IC
2014-02-02 17:06:28,819300000,23.8983,121.7238,-,IC
2014-02-02 17:06:28,828300000,23.9018,121.7244,-,IC
2014-02-02 17:06:28,828400000,23.9027,121.7233,-,IC
2014-02-02 17:06:28,828500000,23.885,121.7446,-,IC
2014-02-02 17:06:28,843300000,23.8878,121.7409,-,IC
2014-02-02 17:06:28,843500000,23.881,121.7405,-,IC
2014-02-02 17:07:23,956500000,23.8268,121.8451,-,IC
2014-02-02 17:08:33,57800000,23.9019,121.7182,-,IC
2014-02-02 17:08:33,57900000,23.9019,121.7182,-,IC
2014-02-02 17:08:33,59000000,23.9052,121.7127,-,IC
2014-02-02 17:08:33,59100000,23.907,121.7105,-,IC
2014-02-02 17:08:33,59500000,23.9037,121.7114,-,IC
2014-02-02 17:08:33,59600000,23.9056,121.7092,-,IC
2014-02-02 17:08:33,467200000,23.8545,121.7967,-,IC
2014-02-02 17:09:53,108600000,23.8959,121.7312,-,IC
2014-02-02 17:09:53,109700000,23.867,121.766,-,IC
2014-02-02 17:09:53,110200000,23.8644,121.7732,-,IC
2014-02-02 17:09:53,110300000,23.8538,121.7871,-,IC
2014-02-02 17:09:53,200000000,23.8472,121.8072,-,IC
2014-02-02 17:11:48,785100000,23.8666,121.7779,-,IC
2014-02-02 17:11:48,785300000,23.8801,121.765,-,IC
2014-02-02 17:11:48,785400000,23.8864,121.7569,-,IC
2014-02-02 17:13:09,838200000,23.7887,121.9083,-,IC
2014-02-02 17:15:35,187200000,23.8529,121.8058,-,IC
2014-02-02 17:19:18,161000000,23.8339,121.933,-,IC
2014-02-02 17:19:18,161051385,23.8352947235107,122.140869140625,-7.4555,CG
2014-02-02 17:19:18,410300000,23.8495,121.8475,-,IC
2014-02-02 17:19:18,442200000,23.8637,121.8243,-,IC
2014-02-02 17:20:30,316300000,23.8248,121.9138,-,IC
2014-02-02 17:20:30,316400000,23.8329,121.9167,-,IC
2014-02-02 17:20:30,387500000,23.8298,121.9295,-,IC
2014-02-02 17:20:30,387600000,23.821,121.9421,-,IC
2014-02-02 17:20:30,387800000,23.8234,121.9303,-,IC
2014-02-02 17:20:30,388100000,23.8233,121.966,-,IC
2014-02-02 17:20:30,388300000,23.8108,121.9512,-,IC
2014-02-02 17:20:30,388400000,23.811,121.9551,-,IC
2014-02-02 17:20:30,388600000,23.8155,121.9405,-,IC
2014-02-02 17:23:24,298700000,23.822,121.9121,-,IC
2014-02-02 17:23:24,330900000,23.7779,121.9844,-,IC
2014-02-02 17:23:24,331000000,23.773,121.9799,-,IC
2014-02-02 17:26:49,145700000,23.881,122.3714,-,IC
2014-02-02 17:26:49,145800000,23.8821,122.3632,-,IC
2014-02-02 17:26:49,145900000,23.8735,122.3863,-,IC
2014-02-02 17:26:49,146000000,23.873,122.3897,-,IC
2014-02-02 17:26:49,146100000,23.8752,122.3747,-,IC
2014-02-02 17:26:49,146300000,23.8797,122.3848,-,IC
2014-02-02 17:26:49,146700000,23.8883,122.378,-,IC
2014-02-02 17:26:49,357700000,23.8874,122.37,-,IC
2014-02-02 17:26:49,357800000,23.8508,122.4427,-,IC
2014-02-02 17:26:49,429100000,23.8866,122.3994,-,IC
2014-02-02 17:26:49,429200000,23.8849,122.4004,-,IC
2014-02-02 17:32:15,842300000,23.8366,122.6562,-,IC
2014-02-02 17:36:25,881059187,23.8351631164551,122.303604125977,11.0445,CG
2014-02-02 17:36:26,38400000,23.8075,122.0845,-,IC
2014-02-02 17:36:26,64600000,23.7935,122.1003,-,IC
2014-02-02 17:36:26,64700000,23.8182,122.0975,-,IC
2014-02-02 17:36:26,64800000,23.8018,122.1035,-,IC
2014-02-02 17:36:26,65300000,23.8206,122.1311,-,IC
2014-02-02 17:36:26,102300000,23.7885,122.0798,-,IC
2014-02-02 17:36:26,161000000,23.8298,122.089,-,IC
2014-02-02 17:36:26,161100000,23.8213,122.1048,-,IC
2014-02-02 17:36:26,177500000,23.8269,122.0984,-,IC
2014-02-02 17:36:26,262200000,23.8021,122.1379,-,IC
2014-02-02 17:36:26,262300000,23.8111,122.1187,-,IC
2014-02-02 17:36:26,262400000,23.7999,122.1261,-,IC
2014-02-02 17:36:26,262500000,23.8105,122.1189,-,IC
2014-02-02 17:50:30,753900000,23.8546,122.2592,-,IC
2014-02-02 18:00:45,353300000,23.8082,122.1807,-,IC
2014-02-02 18:00:45,574800000,23.812,122.1975,-,IC
2014-02-02 18:00:45,632300000,23.8388,122.1758,-,IC
2014-02-02 18:07:30,960800000,23.8061,122.2935,-,IC
2014-02-02 18:07:30,960900000,23.8061,122.2935,-,IC
2014-02-02 18:11:39,725600000,23.7603,122.3897,-,IC
2014-02-02 18:11:39,726479206,23.8898468017578,122.509635925293,16.7425,CG
2014-02-02 18:23:44,249700000,23.7477,122.6077,-,IC
2014-02-02 18:23:44,249800000,23.7429,122.5733,-,IC
2014-02-02 18:23:44,249900000,23.7678,122.5658,-,IC
2014-02-02 18:23:44,250000000,23.778,122.5426,-,IC
2014-02-02 18:23:44,250100000,23.7871,122.5067,-,IC
2014-02-02 18:23:44,250200000,23.7511,122.5568,-,IC
2014-02-02 18:23:44,250300000,23.7509,122.546,-,IC
2014-02-02 18:43:36,16095375,24.2083778381348,122.521301269531,8.547,CG
2014-02-02 19:13:24,579300000,23.9204,121.0028,-,IC
2014-02-03 17:00:13,258700000,22.3616,120.5619,-,IC
2014-02-03 17:00:13,258800000,22.3633,120.5604,-,IC
2014-02-08 22:06:53,789300000,23.6058,120.1874,-,IC
2014-02-08 23:28:51,27437538,24.1318225860596,121.345581054688,-5.106,CG
2014-02-09 04:11:45,71500000,24.9745,122.5154,-,IC
2014-02-09 04:11:45,71600000,24.9747,122.5175,-,IC
2014-02-09 04:12:19,754100000,24.9778,122.5699,-,IC
2014-02-09 04:13:13,19300000,24.9569,122.5129,-,IC
2014-02-09 04:13:14,158700000,24.9368,122.458,-,IC
2014-02-26 06:16:48,398426203,24.7491016387939,118.555526733398,-11.4145,CG
