datetime,nanosecond,lat,lng,power,type
2014-09-01 02:46:21,56724674,25.7936019897461,120.003433227539,-9.8605,CG
2014-09-01 12:38:06,301032936,23.4598331451416,120.933959960938,-1.6465,CG
2014-09-01 12:42:41,516658821,23.4444103240967,120.927665710449,-2.516,CG
2014-09-01 12:51:09,878903774,23.4576644897461,120.949783325195,1.85,CG
2014-09-01 12:55:43,2510502,26.4305686950684,119.247360229492,-22.94,CG
2014-09-01 12:57:38,57910642,23.4473438262939,120.956954956055,-1.8315,CG
2014-09-01 13:00:18,551374135,26.3307037353516,119.241676330566,-23.458,CG
2014-09-01 13:04:20,539098871,25.8328647613525,118.061965942383,-22.3665,CG
2014-09-01 13:09:50,89276445,25.6394348144531,118.612358093262,-23.2175,CG
2014-09-01 13:14:32,106238868,25.6732959747314,118.539642333984,-14.985,CG
2014-09-01 13:16:16,756578246,25.6328945159912,118.248596191406,-26.6955,CG
2014-09-01 13:26:29,951234031,25.5890884399414,118.757171630859,-17.5565,CG
2014-09-01 13:26:37,440807239,25.656852722168,118.548736572266,-14.874,CG
2014-09-01 13:28:12,992936267,25.6827239990234,118.587509155273,-33.929,CG
2014-09-01 13:29:10,872769799,25.5996952056885,118.744613647461,-15.688,CG
2014-09-01 13:29:43,414204314,25.5563716888428,118.780517578125,-26.1035,CG
2014-09-01 13:30:47,54525358,25.6412143707275,118.572082519531,-20.7755,CG
2014-09-01 13:31:21,451098846,25.4369583129883,118.927803039551,-27.5465,CG
2014-09-01 13:31:21,594249395,25.608304977417,118.794990539551,-12.247,CG
2014-09-01 13:32:20,671734729,25.7311019897461,118.504302978516,-45.177,CG
2014-09-01 13:32:47,20322249,25.6520919799805,118.658004760742,-17.7045,CG
2014-09-01 13:34:10,96704886,25.6158638000488,118.637138366699,-44.844,CG
2014-09-01 13:34:46,851435912,25.593111038208,118.725982666016,-32.338,CG
2014-09-01 13:35:37,398579873,25.5715274810791,118.764541625977,-17.5935,CG
2014-09-01 13:36:49,772177978,25.5574359893799,118.796508789062,-11.8955,CG
2014-09-01 13:38:10,947365509,25.5353412628174,118.799583435059,-14.7075,CG
2014-09-01 13:40:23,524574197,25.5973472595215,118.67894744873,17.575,CG
2014-09-01 13:42:41,735045625,26.3490390777588,119.326858520508,-14.7075,CG
2014-09-01 13:43:07,74667364,26.374210357666,119.333694458008,-21.053,CG
2014-09-01 13:43:28,908477508,26.3528480529785,119.29222869873,-20.498,CG
2014-09-01 13:43:53,228287461,26.33616065979,119.389015197754,-25.53,CG
2014-09-01 13:44:25,201082052,26.3416233062744,119.316612243652,-21.3675,CG
2014-09-01 13:46:57,840798036,26.385425567627,119.301025390625,-14.541,CG
2014-09-01 13:47:34,601155913,26.2331199645996,119.428955078125,-17.723,CG
2014-09-01 13:47:35,704108588,25.5560398101807,118.756935119629,-26.1775,CG
2014-09-01 13:49:00,797949173,25.6443862915039,118.558631896973,-54.575,CG
2014-09-01 13:50:32,358418518,26.3657112121582,119.339714050293,-15.947,CG
2014-09-01 13:51:25,417293721,25.5564823150635,118.678497314453,-25.6595,CG
2014-09-01 13:52:06,302834088,26.135591506958,118.938896179199,-17.094,CG
2014-09-01 13:52:18,51164077,26.3534889221191,119.349594116211,-22.0335,CG
2014-09-01 13:53:04,305111312,25.5106887817383,118.754753112793,16.2985,CG
2014-09-01 13:53:58,331268139,25.5940418243408,118.609497070312,-17.8895,CG
2014-09-01 13:55:30,621403740,25.5741863250732,118.70922088623,-17.76,CG
2014-09-01 13:57:57,365853825,25.5493392944336,118.757827758789,-22.4035,CG
2014-09-01 13:58:16,97980606,25.6244220733643,118.573188781738,-35.668,CG
2014-09-01 13:59:13,437726187,25.5420894622803,118.632164001465,-12.2655,CG
2014-09-01 14:00:33,788449393,26.3474941253662,119.36644744873,-22.94,CG
2014-09-01 14:00:34,62979506,25.6003875732422,118.582901000977,-18.944,CG
2014-09-01 14:01:34,146158134,25.5325107574463,118.759872436523,-16.1875,CG
2014-09-01 14:01:43,461649780,25.5304908752441,118.634620666504,-14.7445,CG
2014-09-01 14:03:32,421660485,25.513370513916,118.811645507812,-11.8215,CG
2014-09-01 14:04:14,65564997,26.3590717315674,119.42017364502,-21.9965,CG
2014-09-01 14:04:14,450837098,25.5430221557617,118.64949798584,-13.2645,CG
2014-09-01 14:06:05,805166538,25.524377822876,118.639923095703,31.2465,CG
2014-09-01 14:07:49,25561064,25.5875034332275,118.571281433105,-26.751,CG
2014-09-01 14:10:16,719217184,25.5415534973145,118.599433898926,-14.356,CG
2014-09-01 14:11:01,843134067,25.569372177124,118.617218017578,-18.3335,CG
2014-09-01 14:11:35,522918915,25.5731678009033,118.599212646484,-29.1375,CG
2014-09-01 14:11:36,788049152,25.5964069366455,118.232925415039,-20.424,CG
2014-09-01 14:12:41,898303845,25.5865497589111,118.598533630371,-47.3045,CG
2014-09-01 14:14:10,4376170,26.3568954467773,119.368675231934,-22.5145,CG
2014-09-01 14:14:53,588757291,25.5345897674561,118.262565612793,-15.503,CG
2014-09-01 14:15:13,960704006,23.1250667572021,120.885620117188,2.4975,CG
2014-09-01 14:15:46,731161589,25.5360813140869,118.677200317383,-14.3375,CG
2014-09-01 14:16:32,42222450,25.5396137237549,118.70336151123,-27.824,CG
2014-09-01 14:17:15,139433186,25.4530811309814,118.407615661621,-22.4775,CG
2014-09-01 14:18:11,358552604,25.6437969207764,118.572982788086,-15.947,CG
2014-09-01 14:18:22,929368063,25.5550327301025,118.17845916748,-27.639,CG
2014-09-01 14:18:37,352884241,26.351224899292,119.380897521973,-26.603,CG
2014-09-01 14:18:51,818637193,25.6389713287354,118.644798278809,-49.432,CG
2014-09-01 14:19:05,260290454,25.5966987609863,118.586975097656,-17.464,CG
2014-09-01 14:19:05,363282978,25.5082168579102,118.635795593262,-17.5565,CG
2014-09-01 14:20:00,784332953,23.338846206665,120.964920043945,-2.886,CG
2014-09-01 14:20:15,765489149,23.1579914093018,120.833557128906,-2.368,CG
2014-09-01 14:20:43,200695550,23.3411521911621,120.962776184082,-1.9795,CG
2014-09-01 14:20:44,389604230,26.3767356872559,119.429420471191,-30.2105,CG
2014-09-01 14:21:10,274577211,25.6707820892334,118.344696044922,-22.829,CG
2014-09-01 14:21:10,411418985,25.5701122283936,118.585319519043,-29.2485,CG
2014-09-01 14:21:16,136455892,25.5249710083008,118.240943908691,-17.427,CG
2014-09-01 14:21:49,283217756,26.2814540863037,119.42741394043,-33.8365,CG
2014-09-01 14:22:55,461083392,26.3238677978516,119.465881347656,-34.854,CG
2014-09-01 14:23:30,665454189,25.5306987762451,118.234359741211,-13.5235,CG
2014-09-01 14:24:08,251913851,23.1397151947021,120.875457763672,-30.2475,CG
2014-09-01 14:24:25,477221115,26.4359874725342,119.644477844238,-19.018,CG
2014-09-01 14:24:55,330720212,23.3580837249756,120.948371887207,-13.32,CG
2014-09-01 14:25:04,644966186,25.5535144805908,118.590538024902,18.1855,CG
2014-09-01 14:25:09,127476280,26.3724613189697,119.418525695801,-32.3565,CG
2014-09-01 14:25:51,762686514,26.3067150115967,119.454391479492,-23.347,CG
2014-09-01 14:26:15,425038000,25.5228214263916,118.618621826172,-39.183,CG
2014-09-01 14:26:28,403525668,26.2493190765381,119.507713317871,-20.35,CG
2014-09-01 14:26:28,552806305,26.3540077209473,119.426597595215,-23.5505,CG
2014-09-01 14:26:29,343030991,25.5061187744141,118.266174316406,-32.9115,CG
2014-09-01 14:26:35,201849849,23.1335220336914,120.863609313965,-20.979,CG
2014-09-01 14:27:12,969067807,26.2733516693115,119.413902282715,-22.348,CG
2014-09-01 14:27:14,848768487,25.5275402069092,118.259941101074,-16.4095,CG
2014-09-01 14:27:15,30941118,25.7071933746338,118.045738220215,-18.2595,CG
2014-09-01 14:27:30,704746168,26.1814517974854,119.503257751465,-16.2985,CG
2014-09-01 14:27:34,7786774,25.5680179595947,118.142028808594,-31.191,CG
2014-09-01 14:27:51,521987179,25.5609893798828,118.116165161133,-23.2915,CG
2014-09-01 14:27:55,219293816,26.2936305999756,119.434135437012,-44.4555,CG
2014-09-01 14:28:05,65000497,25.5325794219971,118.231010437012,-25.8075,CG
2014-09-01 14:28:05,621209020,23.3027305603027,120.887489318848,-2.368,CG
2014-09-01 14:28:06,598322667,25.4333324432373,118.684494018555,-15.8915,CG
2014-09-01 14:28:24,889280265,26.3126525878906,119.455596923828,-24.8455,CG
2014-09-01 14:28:32,805474590,25.5669994354248,118.176277160645,-27.6575,CG
2014-09-01 14:28:41,888150465,26.0830268859863,119.600326538086,-19.166,CG
2014-09-01 14:29:01,591405020,26.304443359375,119.410301208496,-29.23,CG
2014-09-01 14:29:18,62938983,26.2827644348145,119.453590393066,-18.8885,CG
2014-09-01 14:29:24,808039884,25.6065216064453,118.031211853027,-18.4075,CG
2014-09-01 14:29:44,785223256,25.4631595611572,118.693046569824,-12.4135,CG
2014-09-01 14:29:46,89710269,26.2979030609131,119.431800842285,-33.189,CG
2014-09-01 14:29:50,522089608,25.5645351409912,118.145767211914,-28.675,CG
2014-09-01 14:30:11,79686678,26.3668098449707,119.537841796875,-26.196,CG
2014-09-01 14:30:12,739582635,25.544189453125,118.141082763672,-39.6825,CG
2014-09-01 14:30:36,104623100,26.2781581878662,119.399749755859,-42.5685,CG
2014-09-01 14:30:42,769473707,25.7660522460938,118.145713806152,-16.4465,CG
2014-09-01 14:30:45,975616132,25.5905532836914,118.157752990723,-29.0265,CG
2014-09-01 14:30:46,710674857,26.2960910797119,119.497413635254,-47.434,CG
2014-09-01 14:31:03,387919744,25.5334854125977,118.175765991211,-52.9655,CG
2014-09-01 14:31:12,980653522,25.4993133544922,118.25910949707,-17.2975,CG
2014-09-01 14:31:13,654690549,25.5421714782715,118.605728149414,-19.092,CG
2014-09-01 14:31:18,571583175,26.3992557525635,119.38207244873,-17.4455,CG
2014-09-01 14:31:38,877491653,26.3260536193848,119.445449829102,-28.6565,CG
2014-09-01 14:32:11,484134893,26.3265762329102,119.402336120605,-33.374,CG
2014-09-01 14:32:12,326423039,25.5176105499268,118.234725952148,-16.65,CG
2014-09-01 14:32:18,940097224,26.3032627105713,119.456169128418,-18.389,CG
2014-09-01 14:32:28,823576023,25.5329818725586,118.258895874023,-17.4085,CG
2014-09-01 14:33:05,517299095,26.2586917877197,119.438407897949,-27.5835,CG
2014-09-01 14:33:06,924073520,25.4466667175293,118.652626037598,-15.281,CG
2014-09-01 14:33:41,721355594,25.5902290344238,118.205833435059,-13.431,CG
2014-09-01 14:33:47,206479165,26.3102531433105,119.385780334473,18.5555,CG
2014-09-01 14:34:10,461535270,25.5117568969727,118.617492675781,-33.3555,CG
2014-09-01 14:34:11,14140339,25.5882453918457,118.545722961426,-16.317,CG
2014-09-01 14:34:16,978149442,25.5536422729492,118.16015625,-29.6,CG
2014-09-01 14:34:23,127382367,26.2888488769531,119.500617980957,-18.1485,CG
